City,ID,Time,X1,X2,X3,X4,X5,X6,Y
"Milwaukee, WI",5,2018,3.089198367,3.089551883,2.907948522,2.913813852,9.544238631,8.473220684,5.136470735
"Milwaukee, WI",5,2019,3.089551883,3.0923697,2.913813852,2.921686475,9.554036628,8.513250525,5.155037316
"Milwaukee, WI",5,2020,3.0923697,3.096214585,2.921686475,2.937016107,9.574640167,8.581040239,5.1980515
"Milwaukee, WI",5,2021,3.096214585,3.114610984,2.937016107,2.937517892,9.643503957,8.627537365,5.221289762
"Milwaukee, WI",5,2022,3.114610984,3.121887985,2.937517892,2.970811611,9.72346661,8.726812261,5.256781758
"Milwaukee, WI",5,2023,3.121887985,3.15075644,2.970811611,2.983175072,9.836308674,8.862451141,5.285252892
"Austin, TX",6,2012,3.223236273,3.225825991,2.954724791,2.956648579,10.39759935,8.736082855,5.230708469
"Austin, TX",6,2013,3.225825991,3.221414238,2.956648579,2.988558957,10.39172178,8.836118594,5.283373224
"Austin, TX",6,2014,3.221414238,3.229937686,2.988558957,3.003460532,10.40496725,8.976018875,5.332108242
"Austin, TX",6,2015,3.229937686,3.240549248,3.003460532,3.035029282,10.46677214,9.115590663,5.376517317
"Austin, TX",6,2016,3.240549248,3.251151343,3.035029282,3.056523724,10.53551604,9.276639004,5.407289494
"Austin, TX",6,2017,3.251151343,3.268811904,3.056523724,3.077004327,10.62740221,9.404936724,5.423396484
"Austin, TX",6,2018,3.268811904,3.283074975,3.077004327,3.09482038,10.73175456,9.522775701,5.442049081
"Austin, TX",6,2019,3.283074975,3.321184027,3.09482038,3.118595365,10.90369617,9.651492494,5.447129127
"Austin, TX",6,2020,3.321184027,3.340245762,3.118595365,3.12515583,11.09357087,9.746096486,5.476738974
"Austin, TX",6,2021,3.340245762,3.325720858,3.12515583,3.12904506,11.108725,9.77875341,5.56144811
"Austin, TX",6,2022,3.325720858,3.355834496,3.12904506,3.154119526,11.16056878,9.86938212,5.595576464
"Austin, TX",6,2023,3.355834496,3.388101202,3.154119526,3.19893187,11.36990689,10.08981347,5.545398068
"Denver, CO",7,2012,3.195899652,3.177247836,2.909020854,2.92890769,10.15416526,8.520253551,5.157059149
"Denver, CO",7,2013,3.177247836,3.175511813,2.92890769,2.940516485,10.08938804,8.612501346,5.19985428
"Denver, CO",7,2014,3.175511813,3.183269844,2.940516485,2.953276337,10.10851099,8.684157753,5.246364398
"Denver, CO",7,2015,3.183269844,3.191171456,2.953276337,2.996949248,10.15835986,8.850819298,5.325678728
"Denver, CO",7,2016,3.191171456,3.19368103,2.996949248,3.039017322,10.19158374,9.107780679,5.374642335
"Denver, CO",7,2017,3.19368103,3.21005085,3.039017322,3.087426457,10.2518785,9.382742483,5.418563444
"Denver, CO",7,2018,3.21005085,3.239049093,3.087426457,3.109240969,10.39751229,9.599552828,5.443280957
"Denver, CO",7,2019,3.239049093,3.268811904,3.109240969,3.123851641,10.58784223,9.712807502,5.445666875
"Denver, CO",7,2020,3.268811904,3.297541668,3.123851641,3.15624619,10.77904346,9.859644841,5.459929355
"Denver, CO",7,2021,3.297541668,3.282168778,3.15624619,3.145196406,10.82308831,9.927014175,5.502376688
"Denver, CO",7,2022,3.282168778,3.319522449,3.145196406,3.190051418,10.89523294,10.03333825,5.530009292
"Denver, CO",7,2023,3.319522449,3.33725954,3.190051418,3.23325001,11.07810796,10.31423378,5.522980873
"New Orleans, LA",8,2012,3.167317335,3.189770956,2.952792443,2.910624405,10.10301684,8.594469747,5.150129288
"New Orleans, LA",8,2013,3.189770956,3.183839037,2.910624405,2.935003151,10.15571729,8.542691801,5.195020312
"New Orleans, LA",8,2014,3.183839037,3.179551791,2.935003151,2.966141733,10.12318111,8.705635333,5.211961616
"New Orleans, LA",8,2015,3.179551791,3.215901813,2.966141733,2.957607287,10.22512637,8.772682403,5.282843358
"New Orleans, LA",8,2016,3.215901813,3.20709554,2.957607287,2.976349979,10.31370436,8.802874387,5.315937661
"New Orleans, LA",8,2017,3.20709554,3.217747073,2.976349979,2.970346876,10.31962229,8.840791863,5.324430657
"New Orleans, LA",8,2018,3.217747073,3.213252052,2.970346876,2.983175072,10.33943239,8.861064756,5.333900535
"New Orleans, LA",8,2019,3.213252052,3.214048679,2.983175072,2.996949248,10.32754851,8.94042429,5.366801899
"New Orleans, LA",8,2020,3.214048679,3.226084116,2.996949248,3.004321374,10.36879139,9.003798683,5.347674324
"New Orleans, LA",8,2021,3.226084116,3.231214648,3.004321374,3.010723865,10.42417025,9.045182059,5.382508264
"New Orleans, LA",8,2022,3.231214648,3.243781916,3.010723865,3.034227261,10.48135564,9.135220427,5.393570761
"New Orleans, LA",8,2023,3.243781916,3.294025094,3.034227261,3.061075324,10.68509903,9.287998194,5.382708878
"Philadelphia, PA",9,2012,3.07809415,3.084933575,2.922206277,2.930949031,9.495715991,8.564837658,5.27533495
"Philadelphia, PA",9,2013,3.084933575,3.08170727,2.930949031,2.942504106,9.506862226,8.624329559,5.308794375
"Philadelphia, PA",9,2014,3.08170727,3.074816441,2.942504106,2.960470778,9.475684179,8.711197419,5.31568119
"Philadelphia, PA",9,2015,3.074816441,3.085290578,2.960470778,2.971275849,9.486702194,8.796375322,5.33458053
"Philadelphia, PA",9,2016,3.085290578,3.100370545,2.971275849,2.978636948,9.565544032,8.850352027,5.351717455
"Philadelphia, PA",9,2017,3.100370545,3.092018471,2.978636948,2.989449818,9.586402992,8.904485682,5.386960471
"Philadelphia, PA",9,2018,3.092018471,3.105169428,2.989449818,2.986323777,9.601241226,8.927465071,5.404867671
"Philadelphia, PA",9,2019,3.105169428,3.094471129,2.986323777,3.013679697,9.608857144,8.999823336,5.410279968
"Philadelphia, PA",9,2020,3.094471129,3.127104798,3.013679697,3.033021445,9.676735515,9.140555149,5.426854427
"Philadelphia, PA",9,2021,3.127104798,3.128076013,3.033021445,3.035029282,9.781821509,9.205308898,5.466361014
"Philadelphia, PA",9,2022,3.128076013,3.144885418,3.035029282,3.072249898,9.83744064,9.324368402,5.447516274
"Philadelphia, PA",9,2023,3.144885418,3.173477643,3.072249898,3.10754913,9.980223566,9.547167496,5.443745147
"Cincinnati, OH",10,2012,3.137037455,3.102433706,2.797959644,2.788168371,9.732450736,7.801182582,4.828979948
"Cincinnati, OH",10,2013,3.102433706,3.092018471,2.788168371,2.7930916,9.592782322,7.787609657,4.845676906
"Cincinnati, OH",10,2014,3.092018471,3.083144143,2.7930916,2.803457116,9.533138639,7.830312521,4.869864558
"Cincinnati, OH",10,2015,3.083144143,3.084218687,2.803457116,2.811575006,9.50909078,7.882129956,4.919497118
"Cincinnati, OH",10,2016,3.084218687,3.082426301,2.811575006,2.818225894,9.506876798,7.923653483,4.951325687
"Cincinnati, OH",10,2017,3.082426301,3.0923697,2.818225894,2.835056102,9.532001694,7.989828516,4.987108808
"Cincinnati, OH",10,2018,3.0923697,3.103461622,2.835056102,2.843232778,9.597050684,8.060724436,5.030913207
"Cincinnati, OH",10,2019,3.103461622,3.127428778,2.843232778,2.872156273,9.705855188,8.166208858,5.057483725
"Cincinnati, OH",10,2020,3.127428778,3.144574208,2.872156273,2.889301703,9.834431871,8.298526009,5.103902363
"Cincinnati, OH",10,2021,3.144574208,3.131297797,2.889301703,2.880813592,9.846598288,8.323539617,5.151887036
"Cincinnati, OH",10,2022,3.131297797,3.133219457,2.880813592,2.924795996,9.811043181,8.425792059,5.164533239
"Cincinnati, OH",10,2023,3.133219457,3.169380495,2.924795996,2.968015714,9.930364634,8.680840476,5.190434851
"Phoenix, AZ",11,2012,3.163459552,3.13225969,2.914343157,2.911157609,9.908776833,8.484112256,4.774166501
"Phoenix, AZ",11,2013,3.13225969,3.184691431,2.911157609,2.933993164,9.975280592,8.541316523,4.895541135
"Phoenix, AZ",11,2014,3.184691431,3.103803721,2.933993164,2.938519725,9.884657113,8.621596785,4.933139015
"Phoenix, AZ",11,2015,3.103803721,3.101403351,2.938519725,2.945960704,9.62614726,8.656763637,4.985118704
"Phoenix, AZ",11,2016,3.101403351,3.134495856,2.945960704,2.964730921,9.72133595,8.73398079,5.039254487
"Phoenix, AZ",11,2017,3.134495856,3.13481437,2.964730921,2.982271233,9.826062653,8.84163174,5.089649161
"Phoenix, AZ",11,2018,3.13481437,3.139249218,2.982271233,3.005609445,9.840963559,8.963542587,5.136542168
"Phoenix, AZ",11,2019,3.139249218,3.161368002,3.005609445,3.020775488,9.924322027,9.07927134,5.167038894
"Phoenix, AZ",11,2020,3.161368002,3.165837625,3.020775488,3.044147621,10.00837777,9.195686516,5.228813337
"Phoenix, AZ",11,2021,3.165837625,3.173186268,3.044147621,3.041392685,10.04579248,9.258448307,5.340601342
"Phoenix, AZ",11,2022,3.173186268,3.199480915,3.041392685,3.111598525,10.15254891,9.463592993,5.407009905
"Phoenix, AZ",11,2023,3.199480915,3.215373153,3.111598525,3.172018809,10.28752504,9.870049048,5.404245945
"St. Louis, MO",12,2012,3.056142262,3.061075324,2.835056102,2.854306042,9.355081664,8.09211776,4.808395122
"St. Louis, MO",12,2013,3.061075324,3.07809415,2.854306042,2.846955325,9.422278048,8.126081785,4.772141945
"St. Louis, MO",12,2014,3.07809415,3.039810554,2.846955325,2.857332496,9.356823085,8.134697966,4.797250162
"St. Louis, MO",12,2015,3.039810554,3.060320029,2.857332496,2.881384657,9.302793122,8.233074015,4.81698706
"St. Louis, MO",12,2016,3.060320029,3.088844563,2.881384657,2.884795364,9.452852881,8.3122051,4.857548048
"St. Louis, MO",12,2017,3.088844563,3.076276255,2.884795364,2.892651034,9.502139185,8.344706292,4.897782675
"St. Louis, MO",12,2018,3.076276255,3.086359831,2.892651034,2.891537458,9.494495463,8.364208816,4.940242216
"St. Louis, MO",12,2019,3.086359831,3.106530854,2.891537458,2.919078092,9.58787204,8.440623646,4.952195508
"St. Louis, MO",12,2020,3.106530854,3.11058971,2.919078092,2.918030337,9.663142909,8.517958429,4.998197816
"St. Louis, MO",12,2021,3.11058971,3.10754913,2.918030337,2.924279286,9.666310347,8.53313567,5.052593395
"St. Louis, MO",12,2022,3.10754913,3.111934276,2.924279286,2.925827575,9.670488652,8.555936971,5.063315261
"St. Louis, MO",12,2023,3.111934276,3.145196406,2.925827575,2.959518377,9.787644502,8.659040475,5.085327994
"Indianapolis, IN",13,2012,3.046495164,3.035429738,2.859138297,2.870403905,9.247422019,8.206881734,4.531817
"Indianapolis, IN",13,2013,3.035429738,3.039017322,2.870403905,2.873901598,9.224723554,8.24925837,4.537371911
"Indianapolis, IN",13,2014,3.039017322,3.027757205,2.873901598,2.891537458,9.201406592,8.30999412,4.623941403
"Indianapolis, IN",13,2015,3.027757205,3.034628457,2.891537458,2.899820502,9.188118173,8.384939603,4.640677121
"Indianapolis, IN",13,2016,3.034628457,3.041787319,2.899820502,2.906873535,9.230694357,8.429411474,4.679897763
"Indianapolis, IN",13,2017,3.041787319,3.04060234,2.906873535,2.921686475,9.24886564,8.492973092,4.744859197
"Indianapolis, IN",13,2018,3.04060234,3.052693942,2.921686475,2.939519253,9.282028343,8.588353645,4.825604912
"Indianapolis, IN",13,2019,3.052693942,3.059184618,2.939519253,2.944975908,9.338754349,8.656813381,4.883265646
"Indianapolis, IN",13,2020,3.059184618,3.063708559,2.944975908,2.958085849,9.372450098,8.711491559,4.96222816
"Indianapolis, IN",13,2021,3.063708559,3.072617477,2.958085849,2.959518377,9.413604463,8.754509429,5.044848966
"Indianapolis, IN",13,2022,3.072617477,3.096562438,2.959518377,2.983626287,9.514551865,8.830096827,5.08576283
"Indianapolis, IN",13,2023,3.096562438,3.124504225,2.983626287,3.016615548,9.675222421,9.000453446,5.09481792
"Birmingham, AL",14,2012,3.032215703,3.020775488,2.82672252,2.833147112,9.159642871,8.008520744,4.957473262
"Birmingham, AL",14,2013,3.020775488,3.009875634,2.833147112,2.84135947,9.092158537,8.049989378,4.94404111
"Birmingham, AL",14,2014,3.009875634,3.018284308,2.84135947,2.859138297,9.084660396,8.123839678,4.944485539
"Birmingham, AL",14,2015,3.018284308,3.02489596,2.859138297,2.862131379,9.129996011,8.183229438,4.943460627
"Birmingham, AL",14,2016,3.02489596,3.027757205,2.862131379,2.870988814,9.158650537,8.217147174,4.957437701
"Birmingham, AL",14,2017,3.027757205,3.02201574,2.870988814,2.890421019,9.149929929,8.298366412,5.002304665
"Birmingham, AL",14,2018,3.02201574,3.026533265,2.890421019,2.897627091,9.146231162,8.375362249,5.020289533
"Birmingham, AL",14,2019,3.026533265,3.011147361,2.897627091,2.92992956,9.113337652,8.489843269,5.037594541
"Birmingham, AL",14,2020,3.011147361,3.021189299,2.92992956,2.923761961,9.097246184,8.566416596,5.079094297
"Birmingham, AL",14,2021,3.021189299,3.048441804,2.923761961,2.939519253,9.209919756,8.594454574,5.154244515
"Birmingham, AL",14,2022,3.048441804,3.011993115,2.939519253,2.951823035,9.181885723,8.676940643,5.189122831
"Birmingham, AL",14,2023,3.011993115,3.077004327,2.951823035,2.983626287,9.267915846,8.807136803,5.194307022
"Nashville, TN",15,2012,3.131297797,3.111934276,2.889301703,2.900367129,9.744392943,8.380035683,5.100806002
"Nashville, TN",15,2013,3.111934276,3.112939976,2.900367129,2.911157609,9.687264612,8.443425835,5.132305607
"Nashville, TN",15,2014,3.112939976,3.100715087,2.911157609,2.931966115,9.652339947,8.535415463,5.168213562
"Nashville, TN",15,2015,3.100715087,3.120244796,2.931966115,2.94792362,9.674990111,8.643212162,5.228958153
"Nashville, TN",15,2016,3.120244796,3.111598525,2.94792362,2.96425963,9.708949103,8.738410979,5.285639816
"Nashville, TN",15,2017,3.111598525,3.111598525,2.96425963,2.990782692,9.68204538,8.865456396,5.320815326
"Nashville, TN",15,2018,3.111598525,3.135132651,2.990782692,3.033021445,9.755274133,9.071108041,5.34455376
"Nashville, TN",15,2019,3.135132651,3.160468531,3.033021445,3.048053173,9.908488086,9.244810639,5.34411515
"Nashville, TN",15,2020,3.160468531,3.169380495,3.048053173,3.075911761,10.01672732,9.375542605,5.376943321
"Nashville, TN",15,2021,3.169380495,3.167317335,3.075911761,3.068185862,10.03843378,9.437468979,5.444366073
"Nashville, TN",15,2022,3.167317335,3.204119983,3.068185862,3.119255889,10.14846476,9.570456819,5.514330229
"Nashville, TN",15,2023,3.204119983,3.244771761,3.119255889,3.165541077,10.39663804,9.874132646,5.507778098
"Charlotte, NC",16,2012,3.150142162,3.14082218,2.915399835,2.92992956,9.894036372,8.541916157,5.033992703
"Charlotte, NC",16,2013,3.14082218,3.140193679,2.92992956,2.940516485,9.862789956,8.615506171,5.068533889
"Charlotte, NC",16,2014,3.140193679,3.119585775,2.940516485,2.948412966,9.79610353,8.66985693,5.08699385
"Charlotte, NC",16,2015,3.119585775,3.123198075,2.948412966,2.974511693,9.743084287,8.770088842,5.122758478
"Charlotte, NC",16,2016,3.123198075,3.13481437,2.974511693,2.990338855,9.790646207,8.894797889,5.161452555
"Charlotte, NC",16,2017,3.13481437,3.129689892,2.990338855,3.02201574,9.810996849,9.036851087,5.199884482
"Charlotte, NC",16,2018,3.129689892,3.133538908,3.02201574,3.036628895,9.807005048,9.176740318,5.224975419
"Charlotte, NC",16,2019,3.133538908,3.151676231,3.036628895,3.062205809,9.875900096,9.298782643,5.247729709
"Charlotte, NC",16,2020,3.151676231,3.162862993,3.062205809,3.069668097,9.968320117,9.399955478,5.280160546
"Charlotte, NC",16,2021,3.162862993,3.163161375,3.069668097,3.07371835,10.00464605,9.435295159,5.338795594
"Charlotte, NC",16,2022,3.163161375,3.195346058,3.07371835,3.114277297,10.10739523,9.572411275,5.399228026
"Charlotte, NC",16,2023,3.195346058,3.220369632,3.114277297,3.165244326,10.29019541,9.857448543,5.424303864
"Tampa, FL",17,2012,3.196728723,3.227372442,2.944975908,2.968015714,10.31703418,8.740734773,4.741078543
"Tampa, FL",17,2013,3.227372442,3.146128036,2.968015714,2.951823035,10.15372692,8.761057154,4.819088601
"Tampa, FL",17,2014,3.146128036,3.162862993,2.951823035,2.965201701,9.950771936,8.752750685,4.85763895
"Tampa, FL",17,2015,3.162862993,3.140193679,2.965201701,2.978180517,9.932002378,8.830905935,4.90030347
"Tampa, FL",17,2016,3.140193679,3.169968174,2.978180517,2.988558957,9.954314021,8.900468059,4.974401202
"Tampa, FL",17,2017,3.169968174,3.176091259,2.988558957,3.028164419,10.06810821,9.049847899,5.03648347
"Tampa, FL",17,2018,3.176091259,3.172602931,3.028164419,3.034227261,10.07647644,9.188139032,5.079327654
"Tampa, FL",17,2019,3.172602931,3.21005085,3.034227261,3.053846427,10.18421674,9.266064079,5.112528566
"Tampa, FL",17,2020,3.21005085,3.216165902,3.053846427,3.079904468,10.32405609,9.405555254,5.154597729
"Tampa, FL",17,2021,3.216165902,3.212720154,3.079904468,3.07114529,10.33264101,9.458834101,5.243933156
"Tampa, FL",17,2022,3.212720154,3.243038049,3.07114529,3.122870923,10.4189737,9.590790327,5.343840458
"Tampa, FL",17,2023,3.243038049,3.297322714,3.122870923,3.209515015,10.69334302,10.02290112,5.340756484
